#node1	node2	node1_string_id	node2_string_id	neighborhood_on_chromosome	gene_fusion	phylogenetic_cooccurrence	homology	coexpression	experimentally_determined_interaction	database_annotated	automated_textmining	combined_score
ABCA12	TGM1	9606.ENSP00000272895	9606.ENSP00000206765	0	0	0	0	0.079	0	0	0.951	0.952
DEPDC1	MELK	9606.ENSP00000412292	9606.ENSP00000298048	0	0	0	0	0.679	0	0	0.256	0.751
DEPDC1	TPX2	9606.ENSP00000412292	9606.ENSP00000300403	0	0	0	0	0.782	0	0	0.573	0.903
DEPDC1	NEK2	9606.ENSP00000412292	9606.ENSP00000355966	0	0	0	0	0.789	0	0	0.303	0.847
DEPDC1	TTK	9606.ENSP00000412292	9606.ENSP00000358813	0	0	0	0	0.806	0	0	0.660	0.931
DEPDC1	KIF4A	9606.ENSP00000412292	9606.ENSP00000363524	0	0	0	0	0.702	0	0	0.348	0.797
DEPDC1	HMMR	9606.ENSP00000412292	9606.ENSP00000377492	0	0	0	0	0.781	0.049	0	0.592	0.907
DEPDC1	KIF20A	9606.ENSP00000412292	9606.ENSP00000378356	0	0	0	0	0.798	0	0	0.526	0.900
DEPDC1	TOP2A	9606.ENSP00000412292	9606.ENSP00000411532	0	0	0	0	0.608	0	0	0.348	0.733
DEPDC1	NUSAP1	9606.ENSP00000412292	9606.ENSP00000499238	0	0	0	0	0.587	0	0	0.330	0.711
DEPDC1	HJURP	9606.ENSP00000412292	9606.ENSP00000414109	0	0	0	0	0.779	0	0	0.270	0.832
DEPDC1B	DLGAP5	9606.ENSP00000265036	9606.ENSP00000247191	0	0	0	0	0.803	0	0	0.406	0.878
DEPDC1B	UBE2T	9606.ENSP00000265036	9606.ENSP00000494957	0	0	0	0	0.466	0.292	0	0.286	0.706
DEPDC1B	NEK2	9606.ENSP00000265036	9606.ENSP00000355966	0	0	0	0	0.682	0	0	0.165	0.723
DEPDC1B	KIF20A	9606.ENSP00000265036	9606.ENSP00000378356	0	0	0	0	0.669	0	0	0.406	0.795
DEPDC1B	HMMR	9606.ENSP00000265036	9606.ENSP00000377492	0	0	0	0	0.781	0.049	0	0.171	0.812
DKK2	WIF1	9606.ENSP00000285311	9606.ENSP00000286574	0	0	0	0	0.141	0	0	0.778	0.802
DLG3	SHANK3	9606.ENSP00000363480	9606.ENSP00000489407	0	0	0	0	0.080	0.114	0.500	0.479	0.759
DLG3	LIN7A	9606.ENSP00000363480	9606.ENSP00000447488	0	0	0	0.697	0.068	0.123	0.500	0.507	0.771
DLG3	GRIA1	9606.ENSP00000363480	9606.ENSP00000428994	0	0	0	0	0.057	0.125	0.500	0.605	0.815
DLG3	NEDD4L	9606.ENSP00000363480	9606.ENSP00000383199	0	0	0	0	0.054	0.197	0.900	0.104	0.922
DLGAP5	GINS2	9606.ENSP00000247191	9606.ENSP00000253462	0	0	0	0	0.445	0	0	0.517	0.720
DLGAP5	EXO1	9606.ENSP00000247191	9606.ENSP00000355506	0	0	0	0	0.705	0	0	0.308	0.787
DLGAP5	E2F8	9606.ENSP00000247191	9606.ENSP00000250024	0	0	0	0	0.726	0	0	0.296	0.799
DLGAP5	TK1	9606.ENSP00000247191	9606.ENSP00000468425	0	0	0	0	0.527	0	0	0.618	0.811
DLGAP5	PCLAF	9606.ENSP00000247191	9606.ENSP00000300035	0	0	0	0	0.769	0	0	0.505	0.881
DLGAP5	ZWINT	9606.ENSP00000247191	9606.ENSP00000363055	0	0	0	0	0.787	0	0	0.643	0.920
DLGAP5	HJURP	9606.ENSP00000247191	9606.ENSP00000414109	0	0	0	0	0.840	0	0	0.678	0.946
DLGAP5	RRM2	9606.ENSP00000247191	9606.ENSP00000353770	0	0	0	0	0.848	0	0	0.683	0.950
DLGAP5	KIF4A	9606.ENSP00000247191	9606.ENSP00000363524	0	0	0	0	0.859	0	0	0.741	0.962
DLGAP5	NEK2	9606.ENSP00000247191	9606.ENSP00000355966	0	0	0	0	0.886	0	0	0.691	0.963
DLGAP5	NUSAP1	9606.ENSP00000247191	9606.ENSP00000499238	0	0	0	0	0.865	0	0	0.752	0.965
DLGAP5	UBE2C	9606.ENSP00000247191	9606.ENSP00000348838	0	0	0	0	0.892	0.046	0	0.720	0.968
DLGAP5	KIF20A	9606.ENSP00000247191	9606.ENSP00000378356	0	0	0	0	0.889	0	0	0.741	0.970
DLGAP5	TTK	9606.ENSP00000247191	9606.ENSP00000358813	0	0	0	0	0.947	0	0	0.582	0.977
DLGAP5	TPX2	9606.ENSP00000247191	9606.ENSP00000300403	0	0	0	0	0.880	0	0	0.831	0.978
DLGAP5	TOP2A	9606.ENSP00000247191	9606.ENSP00000411532	0	0	0	0	0.916	0	0	0.754	0.978
DLGAP5	MELK	9606.ENSP00000247191	9606.ENSP00000298048	0	0	0	0	0.910	0	0	0.813	0.982
DLGAP5	HMMR	9606.ENSP00000247191	9606.ENSP00000377492	0	0	0	0	0.999	0.072	0	0.594	0.999
DUOX1	XDH	9606.ENSP00000317997	9606.ENSP00000368727	0	0	0	0	0.067	0	0	0.703	0.711
E2F1	E2F8	9606.ENSP00000345571	9606.ENSP00000250024	0	0	0	0.573	0.231	0.292	0.750	0.539	0.928
E2F1	EGFR	9606.ENSP00000345571	9606.ENSP00000275493	0	0	0	0	0	0	0	0.734	0.734
E2F1	TYMS	9606.ENSP00000345571	9606.ENSP00000315644	0	0	0	0	0.210	0	0.400	0.512	0.748
E2F1	RRM2	9606.ENSP00000345571	9606.ENSP00000353770	0	0	0	0	0.249	0	0.500	0.505	0.798
E2F1	TK1	9606.ENSP00000345571	9606.ENSP00000468425	0	0	0	0	0.337	0.292	0.500	0.386	0.836
E2F1	PTEN	9606.ENSP00000345571	9606.ENSP00000361021	0	0	0	0	0.055	0.292	0	0.779	0.839
E2F1	MYC	9606.ENSP00000345571	9606.ENSP00000478887	0	0	0	0	0.084	0.166	0.500	0.990	0.995
E2F8	TK1	9606.ENSP00000250024	9606.ENSP00000468425	0	0	0	0	0.453	0	0	0.498	0.714
E2F8	KIF20A	9606.ENSP00000250024	9606.ENSP00000378356	0	0	0	0	0.636	0	0	0.267	0.722
E2F8	MELK	9606.ENSP00000250024	9606.ENSP00000298048	0	0	0	0	0.528	0	0	0.482	0.745
E2F8	NEK2	9606.ENSP00000250024	9606.ENSP00000355966	0	0	0	0	0.602	0	0	0.404	0.753
E2F8	ZWINT	9606.ENSP00000250024	9606.ENSP00000363055	0	0	0	0	0.639	0	0	0.378	0.766
E2F8	HJURP	9606.ENSP00000250024	9606.ENSP00000414109	0	0	0	0	0.575	0	0	0.484	0.771
E2F8	TTK	9606.ENSP00000250024	9606.ENSP00000358813	0	0	0	0	0.661	0	0	0.395	0.786
E2F8	RRM2	9606.ENSP00000250024	9606.ENSP00000353770	0	0	0	0	0.688	0	0	0.401	0.805
E2F8	TOP2A	9606.ENSP00000250024	9606.ENSP00000411532	0	0	0	0	0.728	0	0	0.323	0.808
EDN1	VWF	9606.ENSP00000368683	9606.ENSP00000261405	0	0	0	0	0.068	0	0	0.895	0.898
EDN1	FGF2	9606.ENSP00000368683	9606.ENSP00000264498	0	0	0	0	0.094	0	0	0.748	0.762
EDN1	EGF	9606.ENSP00000368683	9606.ENSP00000265171	0	0	0	0	0	0	0	0.795	0.795
EDN1	SSTR1	9606.ENSP00000368683	9606.ENSP00000267377	0	0	0	0	0	0.128	0.650	0.096	0.700
EDN1	MMP9	9606.ENSP00000368683	9606.ENSP00000361405	0	0	0	0	0.044	0	0.900	0.648	0.963
EDN1	EDNRB	9606.ENSP00000368683	9606.ENSP00000366416	0	0	0	0	0	0.994	0.900	0.999	0.999
EDN1	IL6	9606.ENSP00000368683	9606.ENSP00000385675	0	0	0	0	0.128	0	0	0.742	0.765
EDNRB	GDNF	9606.ENSP00000366416	9606.ENSP00000409007	0	0	0	0	0	0	0	0.900	0.900
EFEMP1	EGFR	9606.ENSP00000378058	9606.ENSP00000275493	0	0	0	0	0.184	0.075	0	0.851	0.877
EFEMP1	MFAP4	9606.ENSP00000378058	9606.ENSP00000378957	0	0	0	0	0.123	0.069	0.500	0.533	0.784
EFNA4	ERBB2	9606.ENSP00000414378	9606.ENSP00000269571	0	0	0	0	0.055	0	0.650	0.223	0.720
EFNA4	EGFR	9606.ENSP00000414378	9606.ENSP00000275493	0	0	0	0	0	0	0.650	0.256	0.728
EFNA4	MET	9606.ENSP00000414378	9606.ENSP00000317272	0	0	0	0	0.124	0.098	0.650	0.175	0.741
EFNA4	EPHA10	9606.ENSP00000414378	9606.ENSP00000362139	0	0	0	0	0.087	0.098	0.500	0.968	0.985
EFNA4	EPHB2	9606.ENSP00000414378	9606.ENSP00000383053	0	0	0	0	0.093	0.098	0.500	0.831	0.921
EGF	HBEGF	9606.ENSP00000265171	9606.ENSP00000230990	0	0	0	0	0	0	0.400	0.988	0.992
EGF	KRAS	9606.ENSP00000265171	9606.ENSP00000256078	0	0	0	0	0	0	0.500	0.720	0.854
EGF	VWF	9606.ENSP00000265171	9606.ENSP00000261405	0	0	0	0	0.063	0	0	0.704	0.711
EGF	FGF2	9606.ENSP00000265171	9606.ENSP00000264498	0	0	0	0	0	0.053	0	0.968	0.969
EGF	SH3GL2	9606.ENSP00000265171	9606.ENSP00000369981	0	0	0	0	0.042	0	0.500	0.432	0.704
EGF	IL7R	9606.ENSP00000265171	9606.ENSP00000306157	0	0	0	0	0	0	0.650	0.220	0.715
EGF	SPP1	9606.ENSP00000265171	9606.ENSP00000378517	0	0	0	0	0	0	0	0.715	0.715
EGF	SOX2	9606.ENSP00000265171	9606.ENSP00000323588	0	0	0	0	0	0	0	0.725	0.725
EGF	SH3GL3	9606.ENSP00000265171	9606.ENSP00000320092	0	0	0	0	0	0	0.500	0.495	0.736
EGF	GDNF	9606.ENSP00000265171	9606.ENSP00000409007	0	0	0	0	0	0	0	0.741	0.741
EGF	MMP9	9606.ENSP00000265171	9606.ENSP00000361405	0	0	0	0	0	0	0	0.741	0.741
EGF	GHR	9606.ENSP00000265171	9606.ENSP00000483403	0	0	0	0	0.056	0	0.650	0.285	0.743
EGF	PTEN	9606.ENSP00000265171	9606.ENSP00000361021	0	0	0	0	0.065	0.045	0	0.738	0.746
EGF	MMP1	9606.ENSP00000265171	9606.ENSP00000322788	0	0	0	0	0	0	0	0.778	0.778
EGF	FGFR4	9606.ENSP00000265171	9606.ENSP00000292408	0	0	0	0	0	0	0.650	0.399	0.780
EGF	TAC1	9606.ENSP00000265171	9606.ENSP00000321106	0	0	0	0	0	0	0	0.780	0.780
EGF	LIFR	9606.ENSP00000265171	9606.ENSP00000398368	0	0	0	0	0.044	0.045	0.650	0.416	0.788
EGF	MYC	9606.ENSP00000265171	9606.ENSP00000478887	0	0	0	0	0	0	0	0.836	0.836
EGF	RSPO1	9606.ENSP00000265171	9606.ENSP00000348944	0	0	0	0	0	0	0	0.861	0.861
EGF	IL6	9606.ENSP00000265171	9606.ENSP00000385675	0	0	0	0	0	0	0	0.890	0.890
EGF	TEK	9606.ENSP00000265171	9606.ENSP00000369375	0	0	0	0	0.042	0	0.650	0.719	0.897
EGF	MET	9606.ENSP00000265171	9606.ENSP00000317272	0	0	0	0	0	0	0.650	0.851	0.945
EGF	ERBB2	9606.ENSP00000265171	9606.ENSP00000269571	0	0	0	0	0.128	0.314	0.900	0.998	0.999
EGF	EGFR	9606.ENSP00000265171	9606.ENSP00000275493	0	0	0	0	0.128	0.999	0.900	0.999	0.999
EGFR	HBEGF	9606.ENSP00000275493	9606.ENSP00000230990	0	0	0	0	0	0.812	0.900	0.998	0.999
EGFR	KRAS	9606.ENSP00000275493	9606.ENSP00000256078	0	0	0	0	0.053	0.662	0.900	0.918	0.997
EGFR	EPAS1	9606.ENSP00000275493	9606.ENSP00000263734	0	0	0	0	0.161	0	0	0.796	0.821
EGFR	FGF2	9606.ENSP00000275493	9606.ENSP00000264498	0	0	0	0	0.099	0	0.650	0.877	0.957
EGFR	EPN3	9606.ENSP00000275493	9606.ENSP00000268933	0	0	0	0	0.067	0	0.650	0.536	0.835
EGFR	ERBB2	9606.ENSP00000275493	9606.ENSP00000269571	0	0	0.064	0.939	0.080	0.998	0.900	0.983	0.999
EGFR	SPINK1	9606.ENSP00000275493	9606.ENSP00000296695	0	0	0	0	0	0	0	0.702	0.702
EGFR	SH2D3C	9606.ENSP00000275493	9606.ENSP00000317817	0	0	0	0	0	0.683	0	0.132	0.713
EGFR	GSTP1	9606.ENSP00000275493	9606.ENSP00000381607	0	0	0	0	0.055	0.510	0	0.431	0.713
EGFR	PLCB4	9606.ENSP00000275493	9606.ENSP00000367762	0	0	0	0	0.067	0	0.650	0.197	0.714
EGFR	SNCA	9606.ENSP00000275493	9606.ENSP00000500990	0	0	0	0	0	0.621	0	0.313	0.728
EGFR	MMP3	9606.ENSP00000275493	9606.ENSP00000299855	0	0	0	0	0.073	0	0.500	0.479	0.737
EGFR	SOX2	9606.ENSP00000275493	9606.ENSP00000323588	0	0	0	0	0	0.307	0	0.665	0.758
EGFR	FCGR3A	9606.ENSP00000275493	9606.ENSP00000356946	0	0	0	0	0	0	0	0.778	0.778
EGFR	LRIG3	9606.ENSP00000275493	9606.ENSP00000326759	0	0	0	0	0.147	0.331	0	0.644	0.779
EGFR	SPP1	9606.ENSP00000275493	9606.ENSP00000378517	0	0	0	0	0	0	0	0.812	0.812
EGFR	NEDD4L	9606.ENSP00000275493	9606.ENSP00000383199	0	0	0	0	0.073	0.292	0.650	0.301	0.818
EGFR	S100A10	9606.ENSP00000275493	9606.ENSP00000357801	0	0	0	0	0.624	0.100	0	0.509	0.819
EGFR	MGMT	9606.ENSP00000275493	9606.ENSP00000302111	0	0	0	0	0	0	0	0.821	0.821
EGFR	MMP9	9606.ENSP00000275493	9606.ENSP00000361405	0	0	0	0	0.055	0	0	0.825	0.827
EGFR	PTGS2	9606.ENSP00000275493	9606.ENSP00000356438	0	0	0	0	0.068	0	0	0.831	0.836
EGFR	SOCS3	9606.ENSP00000275493	9606.ENSP00000330341	0	0	0	0	0	0.726	0	0.443	0.841
EGFR	GPER1	9606.ENSP00000275493	9606.ENSP00000380281	0	0	0	0	0.060	0	0	0.840	0.843
EGFR	MYC	9606.ENSP00000275493	9606.ENSP00000478887	0	0	0	0	0.044	0.103	0	0.866	0.875
EGFR	SH3GL3	9606.ENSP00000275493	9606.ENSP00000320092	0	0	0	0	0	0.621	0.650	0.177	0.881
EGFR	SFN	9606.ENSP00000275493	9606.ENSP00000340989	0	0	0	0	0.097	0.826	0	0.322	0.884
EGFR	LAPTM4B	9606.ENSP00000275493	9606.ENSP00000402301	0	0	0	0	0.080	0.292	0	0.898	0.927
EGFR	PTEN	9606.ENSP00000275493	9606.ENSP00000361021	0	0	0	0	0	0.608	0	0.925	0.969
EGFR	SH3GL2	9606.ENSP00000275493	9606.ENSP00000369981	0	0	0	0	0	0.814	0.650	0.604	0.972
EGFR	IL6	9606.ENSP00000275493	9606.ENSP00000385675	0	0	0	0	0.042	0	0.650	0.943	0.979
EGFR	MET	9606.ENSP00000275493	9606.ENSP00000317272	0	0	0	0.582	0.250	0.806	0	0.978	0.996
EGR1	IL6	9606.ENSP00000239938	9606.ENSP00000385675	0	0	0	0	0.138	0	0	0.753	0.778
EGR1	PTEN	9606.ENSP00000239938	9606.ENSP00000361021	0	0	0	0	0.047	0.311	0	0.705	0.789
EGR1	NR4A2	9606.ENSP00000239938	9606.ENSP00000344479	0	0	0	0	0.328	0.052	0	0.722	0.808
EGR1	MYC	9606.ENSP00000239938	9606.ENSP00000478887	0	0	0	0	0.084	0.045	0	0.867	0.873
EGR1	NR4A1	9606.ENSP00000239938	9606.ENSP00000440864	0	0	0	0	0.561	0.052	0	0.721	0.873
EGR1	EGR3	9606.ENSP00000239938	9606.ENSP00000318057	0	0	0.093	0.882	0.636	0	0.400	0.448	0.876
EGR1	FOSB	9606.ENSP00000239938	9606.ENSP00000245919	0	0	0	0	0.798	0.066	0.500	0.880	0.987
EGR3	FOSB	9606.ENSP00000318057	9606.ENSP00000245919	0	0	0	0	0.469	0.066	0.500	0.845	0.956
EGR3	NR4A3	9606.ENSP00000318057	9606.ENSP00000482027	0	0	0	0	0.440	0.052	0	0.496	0.709
EGR3	NR4A1	9606.ENSP00000318057	9606.ENSP00000440864	0	0	0	0	0.415	0.052	0	0.752	0.850
EMCN	LYVE1	9606.ENSP00000296420	9606.ENSP00000256178	0	0	0	0	0.247	0	0	0.677	0.746
EMCN	TEK	9606.ENSP00000296420	9606.ENSP00000369375	0	0	0	0	0.500	0	0	0.528	0.754
EMCN	PECAM1	9606.ENSP00000296420	9606.ENSP00000457421	0	0	0	0	0.324	0	0	0.721	0.803
EPAS1	KLF4	9606.ENSP00000263734	9606.ENSP00000363804	0	0	0	0	0.080	0.054	0.500	0.402	0.704
EPAS1	SOX2	9606.ENSP00000263734	9606.ENSP00000323588	0	0	0	0	0.051	0.095	0.750	0.483	0.874
EPAS1	MYC	9606.ENSP00000263734	9606.ENSP00000478887	0	0	0	0	0.074	0.052	0	0.929	0.932
EPB41L3	SPTBN1	9606.ENSP00000343158	9606.ENSP00000349259	0	0	0	0	0.129	0.294	0.800	0.241	0.894
ERBB2	HBEGF	9606.ENSP00000269571	9606.ENSP00000230990	0	0	0	0	0	0	0.400	0.911	0.944
ERBB2	KRAS	9606.ENSP00000269571	9606.ENSP00000256078	0	0	0	0	0.053	0.199	0.500	0.923	0.966
ERBB2	FGF2	9606.ENSP00000269571	9606.ENSP00000264498	0	0	0	0	0.055	0	0.650	0.604	0.857
ERBB2	NTRK3	9606.ENSP00000269571	9606.ENSP00000354207	0	0	0	0.586	0.107	0.617	0	0.239	0.717
ERBB2	IL6	9606.ENSP00000269571	9606.ENSP00000385675	0	0	0	0	0	0	0	0.752	0.752
ERBB2	FCGR3B	9606.ENSP00000269571	9606.ENSP00000433642	0	0	0	0	0	0	0	0.789	0.789
ERBB2	PTGS2	9606.ENSP00000269571	9606.ENSP00000356438	0	0	0	0	0.068	0.292	0	0.760	0.828
ERBB2	FGFR4	9606.ENSP00000269571	9606.ENSP00000292408	0	0	0	0.619	0.084	0.645	0	0.516	0.829
ERBB2	FCGR3A	9606.ENSP00000269571	9606.ENSP00000356946	0	0	0	0	0	0	0	0.839	0.839
ERBB2	MET	9606.ENSP00000269571	9606.ENSP00000317272	0	0	0	0.581	0.072	0.617	0	0.604	0.847
ERBB2	PTEN	9606.ENSP00000269571	9606.ENSP00000361021	0	0	0	0	0	0.070	0	0.864	0.868
ERBB2	MYC	9606.ENSP00000269571	9606.ENSP00000478887	0	0	0	0	0	0.166	0	0.870	0.886
ERCC4	MLH1	9606.ENSP00000310520	9606.ENSP00000231790	0	0	0	0	0.148	0.092	0.540	0.623	0.848
ERCC4	XRCC1	9606.ENSP00000310520	9606.ENSP00000262887	0	0	0	0	0.108	0	0.360	0.817	0.886
ERCC4	EXO1	9606.ENSP00000310520	9606.ENSP00000355506	0	0	0	0	0.094	0.301	0.400	0.606	0.830
ERCC4	UBE2T	9606.ENSP00000310520	9606.ENSP00000494957	0	0	0	0	0.054	0.099	0.500	0.653	0.832
ERCC4	ERCC5	9606.ENSP00000310520	9606.ENSP00000498881	0	0	0	0	0.126	0.301	0.900	0.972	0.998
ERCC5	MLH1	9606.ENSP00000498881	9606.ENSP00000231790	0	0	0	0	0.123	0.183	0.540	0.527	0.823
ERCC5	XRCC1	9606.ENSP00000498881	9606.ENSP00000262887	0	0	0	0	0.116	0	0.360	0.807	0.881
ERO1A	PPP1R15A	9606.ENSP00000379042	9606.ENSP00000200453	0	0	0	0	0.044	0	0	0.726	0.726
ESAM	VWF	9606.ENSP00000278927	9606.ENSP00000261405	0	0	0	0	0.364	0	0	0.654	0.770
ESAM	PECAM1	9606.ENSP00000278927	9606.ENSP00000457421	0	0	0	0	0.278	0	0	0.638	0.728
ESAM	SELE	9606.ENSP00000278927	9606.ENSP00000331736	0	0	0	0	0.074	0	0	0.734	0.743
ETV4	GDNF	9606.ENSP00000321835	9606.ENSP00000409007	0	0	0	0	0	0	0	0.719	0.719
EXO1	MLH1	9606.ENSP00000355506	9606.ENSP00000231790	0	0	0	0	0.126	0.943	0.500	0.997	0.999
EXO1	XRCC1	9606.ENSP00000355506	9606.ENSP00000262887	0	0	0	0	0.110	0	0	0.722	0.742
EXO1	MELK	9606.ENSP00000355506	9606.ENSP00000298048	0	0	0	0	0.849	0	0	0.363	0.900
EXO1	TPX2	9606.ENSP00000355506	9606.ENSP00000300403	0	0	0	0	0.614	0	0	0.522	0.807
EXO1	MGMT	9606.ENSP00000355506	9606.ENSP00000302111	0.100	0	0	0	0	0.070	0	0.680	0.709
EXO1	RMI2	9606.ENSP00000355506	9606.ENSP00000310356	0	0	0.214	0	0.364	0	0.500	0.601	0.887
EXO1	TYMS	9606.ENSP00000355506	9606.ENSP00000315644	0.057	0	0	0	0.496	0	0	0.421	0.701
EXO1	RRM2	9606.ENSP00000355506	9606.ENSP00000353770	0	0	0	0	0.600	0.071	0	0.475	0.788
EXO1	ZWINT	9606.ENSP00000355506	9606.ENSP00000363055	0	0	0	0	0.459	0	0	0.511	0.724
EXO1	NUSAP1	9606.ENSP00000355506	9606.ENSP00000499238	0	0	0	0	0.582	0	0	0.408	0.742
EXO1	HJURP	9606.ENSP00000355506	9606.ENSP00000414109	0	0	0	0	0.513	0	0	0.501	0.746
EXO1	TOP2A	9606.ENSP00000355506	9606.ENSP00000411532	0.058	0	0	0	0.591	0	0	0.515	0.797
EXO1	RAD54L	9606.ENSP00000355506	9606.ENSP00000361043	0	0	0	0	0.567	0.098	0	0.604	0.832
EXO1	TTK	9606.ENSP00000355506	9606.ENSP00000358813	0	0	0	0	0.833	0	0	0.402	0.896
EYA4	SIX4	9606.ENSP00000432770	9606.ENSP00000216513	0	0	0	0	0.095	0.490	0	0.608	0.803
EYA4	TCF21	9606.ENSP00000432770	9606.ENSP00000356857	0	0.038	0	0	0	0	0	0.805	0.805
EYA4	SIX1	9606.ENSP00000432770	9606.ENSP00000494686	0	0	0	0	0.129	0.723	0	0.602	0.895
FABP4	LPL	9606.ENSP00000256104	9606.ENSP00000497642	0	0	0	0	0.465	0	0.500	0.882	0.965
FCGR3A	GZMB	9606.ENSP00000356946	9606.ENSP00000216341	0	0	0	0	0.250	0	0	0.743	0.799
FCGR3A	IL7R	9606.ENSP00000356946	9606.ENSP00000306157	0	0	0	0	0.152	0	0	0.840	0.858
FCGR3A	KLRD1	9606.ENSP00000356946	9606.ENSP00000338130	0	0	0	0	0.087	0	0	0.791	0.801
FCGR3A	PECAM1	9606.ENSP00000356946	9606.ENSP00000457421	0	0	0	0	0.267	0.176	0	0.666	0.781
FCGR3A	IL6	9606.ENSP00000356946	9606.ENSP00000385675	0	0	0	0	0.088	0	0	0.785	0.796
FCGR3A	LILRB2	9606.ENSP00000356946	9606.ENSP00000375629	0	0	0	0	0.566	0.176	0	0.514	0.811
FCGR3A	MNDA	9606.ENSP00000356946	9606.ENSP00000357123	0	0	0	0	0.774	0	0	0.368	0.851
FCGR3A	PRF1	9606.ENSP00000356946	9606.ENSP00000398568	0	0	0	0	0.235	0	0	0.864	0.891
FCGR3A	FCGR3B	9606.ENSP00000356946	9606.ENSP00000433642	0	0	0.047	0.986	0.421	0.421	0.900	0.442	0.978
FCGR3B	GZMB	9606.ENSP00000433642	9606.ENSP00000216341	0	0	0	0	0.149	0	0	0.736	0.765
FCGR3B	IL7R	9606.ENSP00000433642	9606.ENSP00000306157	0	0	0	0	0.118	0	0	0.841	0.853
FCGR3B	KLRD1	9606.ENSP00000433642	9606.ENSP00000338130	0	0	0	0	0.102	0	0	0.781	0.795
FCGR3B	MNDA	9606.ENSP00000433642	9606.ENSP00000357123	0	0	0	0	0.531	0	0	0.397	0.705
FCGR3B	S100A12	9606.ENSP00000433642	9606.ENSP00000357726	0	0	0	0	0.442	0	0	0.527	0.724
FCGR3B	IL6	9606.ENSP00000433642	9606.ENSP00000385675	0	0	0	0	0.096	0	0	0.784	0.796
FCGR3B	PRF1	9606.ENSP00000433642	9606.ENSP00000398568	0	0	0	0	0.256	0	0	0.858	0.889
FCGR3B	PECAM1	9606.ENSP00000433642	9606.ENSP00000457421	0	0	0	0	0.141	0.176	0	0.668	0.744
FCN1	FCN3	9606.ENSP00000360871	9606.ENSP00000270879	0	0	0.067	0.926	0.054	0	0.720	0.659	0.904
FCN1	PTX3	9606.ENSP00000360871	9606.ENSP00000295927	0	0	0	0	0.084	0.726	0	0.937	0.982
FCN1	MASP1	9606.ENSP00000360871	9606.ENSP00000296280	0	0	0	0	0	0.292	0.720	0.996	0.999
FCN3	MASP1	9606.ENSP00000270879	9606.ENSP00000296280	0	0	0	0	0.056	0.812	0.720	0.996	0.999
FGF2	HBEGF	9606.ENSP00000264498	9606.ENSP00000230990	0	0	0	0	0	0	0	0.829	0.829
FGF2	KRAS	9606.ENSP00000264498	9606.ENSP00000256078	0	0	0	0	0.055	0.045	0.500	0.648	0.820
FGF2	TIE1	9606.ENSP00000264498	9606.ENSP00000361554	0	0	0	0	0	0.168	0	0.655	0.701
FGF2	GPC3	9606.ENSP00000264498	9606.ENSP00000377836	0	0	0	0	0.042	0.292	0	0.601	0.706
FGF2	MYC	9606.ENSP00000264498	9606.ENSP00000478887	0	0	0	0	0.042	0	0	0.708	0.708
FGF2	MMP1	9606.ENSP00000264498	9606.ENSP00000322788	0	0	0	0	0.043	0	0.400	0.578	0.737
FGF2	MMP3	9606.ENSP00000264498	9606.ENSP00000299855	0	0	0	0	0.062	0	0.400	0.580	0.743
FGF2	KLF4	9606.ENSP00000264498	9606.ENSP00000363804	0	0	0	0	0.042	0.045	0	0.742	0.743
FGF2	PTGS2	9606.ENSP00000264498	9606.ENSP00000356438	0	0	0	0	0.104	0	0	0.775	0.790
FGF2	PECAM1	9606.ENSP00000264498	9606.ENSP00000457421	0	0	0	0	0.087	0	0	0.791	0.801
FGF2	GDNF	9606.ENSP00000264498	9606.ENSP00000409007	0	0	0	0	0.049	0	0	0.863	0.864
FGF2	IL6	9606.ENSP00000264498	9606.ENSP00000385675	0	0	0	0	0.151	0	0.400	0.788	0.882
FGF2	MET	9606.ENSP00000264498	9606.ENSP00000317272	0	0	0	0	0.092	0	0.650	0.725	0.905
FGF2	MMP9	9606.ENSP00000264498	9606.ENSP00000361405	0	0	0	0	0.049	0	0.400	0.870	0.919
FGF2	SOX2	9606.ENSP00000264498	9606.ENSP00000323588	0	0	0	0	0.067	0	0.500	0.868	0.933
FGF2	TEK	9606.ENSP00000264498	9606.ENSP00000369375	0	0	0	0	0.080	0.168	0.650	0.805	0.941
FGF2	PTX3	9606.ENSP00000264498	9606.ENSP00000295927	0	0	0	0	0.084	0.777	0	0.920	0.982
FGF2	FGFR4	9606.ENSP00000264498	9606.ENSP00000292408	0	0	0	0	0.058	0.541	0.900	0.992	0.999
FGFBP2	NKG7	9606.ENSP00000259989	9606.ENSP00000221978	0	0	0	0	0.473	0	0	0.583	0.770
FGFBP2	GNLY	9606.ENSP00000259989	9606.ENSP00000436423	0	0	0	0	0.650	0	0	0.591	0.850
FGFR4	KRAS	9606.ENSP00000292408	9606.ENSP00000256078	0	0	0	0	0	0.099	0.900	0.470	0.948
FGFR4	KLB	9606.ENSP00000292408	9606.ENSP00000257408	0	0	0	0	0.064	0.345	0.800	0.999	0.999
FGFR4	KL	9606.ENSP00000292408	9606.ENSP00000369442	0	0	0	0	0.062	0.154	0.400	0.986	0.992
FHIT	RASSF1	9606.ENSP00000418582	9606.ENSP00000349547	0	0	0	0	0	0	0	0.720	0.720
FOSB	MYC	9606.ENSP00000245919	9606.ENSP00000478887	0	0	0	0	0.089	0	0.500	0.418	0.712
