ID	adj.P.Val	P.Value	t	B	logFC	ORF	Chr	Chr.Strand	Chr.From	Chr.To
8941_at	2.43e-19	3.78e-21	10.2397602	37.29557	2.34066695	8941	2	+	219534571	219535073
135112_at	3.03e-19	4.74e-21	10.209757	37.07229	2.46545515	135112	6	+	126178153	126293895
663_at	3.09e-19	4.85e-21	-10.2069196	37.05119	-1.69363059	663	15	-	57742914	57742434
56924_at	3.21e-19	5.05e-21	10.2013651	37.0099	2.43687328	56924	15	+	38356425	38356927
285800_at	3.35e-19	5.29e-21	10.195362	36.96528	3.02740021	285800	6	-	166639328	166639191
9764_at	3.43e-19	5.44e-21	10.1916077	36.93738	2.8563367	9764	16	+	83684734	83685164
51701_at	3.70e-19	5.89e-21	10.181061	36.85903	2.02014553	51701	17	+	23542204	23547464
10797_at	3.73e-19	5.96e-21	-10.1794016	36.8467	-3.17234397	10797	2	+	74295436	74295796
203190_at	3.93e-19	6.30e-21	10.1720969	36.79247	2.47564967	203190	8	-	22060742	22060323
64409_at	3.95e-19	6.35e-21	10.1710292	36.78454	3.19435653	64409	7	+	70815929	70816449
25791_at	4.00e-19	6.46e-21	10.1687685	36.76776	2.61769154	25791	2	-	233493309	233451682
9362_at	4.09e-19	6.63e-21	10.1652474	36.74162	2.4109397	9362	14	+	23616005	23617092
23108_at	4.48e-19	7.29e-21	10.1526717	36.64832	2.47962676	23108	17	+	2887051	2887729
89801_at	5.19e-19	8.47e-21	10.1327615	36.5007	1.15487661	89801	X	+	49029402	49030890
4986_at	5.34e-19	8.75e-21	10.128361	36.46809	1.08755859	4986	8	-	54309889	54300868
8900_at	5.66e-19	9.31e-21	10.1201576	36.40732	2.06130944	8900	13	+	35913269	35914860
285613_at	5.68e-19	9.37e-21	10.1192242	36.40041	1.21854294	285613	5	+	140999882	141000738
81565_at	6.04e-19	1.00e-20	10.1106352	36.33681	1.40216271	81565	17	+	8311627	8312111
9745_at	6.77e-19	1.12e-20	10.0950671	36.2216	3.63113268	9745	19	+	35740217	35740677
57404_at	8.15e-19	1.36e-20	-10.0697529	36.03444	-1.63458952	57404	2	+	203869444	203870121
599_at	8.22e-19	1.37e-20	10.0681484	36.02258	1.68471317	599	14	+	22848236	22850574
5746_at	8.25e-19	1.38e-20	10.067262	36.01604	2.54149329	5746	2	+	209066926	209067408
257194_at	8.73e-19	1.47e-20	10.0591984	35.95647	3.56354372	257194	1	-	71644979	71641261
23096_at	1.04e-18	1.76e-20	10.0354761	35.78137	1.09788986	23096	X	-	53279200	53278786
114299_at	1.05e-18	1.78e-20	10.0337174	35.76839	1.53406031	114299	9	+	111745053	111748495
5575_at	1.06e-18	1.81e-20	10.0314422	35.75161	1.61016795	5575	7	-	556429	555963
4682_at	1.13e-18	1.93e-20	-10.0226496	35.68677	-1.29821921	4682	16	+	10762726	10770587
51517_at	1.20e-18	2.06e-20	10.0141867	35.62439	1.52766706	51517	3	-	48686784	48686300
219854_at	1.25e-18	2.15e-20	-10.0083325	35.58125	-1.54737704	219854	11	-	124472617	124472168
113189_at	1.29e-18	2.22e-20	-10.0039022	35.54861	-1.79845406	113189	15	+	38552059	38552537
57030_at	1.38e-18	2.39e-20	9.9940041	35.47572	4.52911329	57030	19	-	54625501	54624514
10361_at	1.48e-18	2.56e-20	9.9847768	35.40779	1.30301805	10361	8	+	21946593	21950316
23504_at	1.48e-18	2.58e-20	9.9837694	35.40038	3.64293677	23504	12	-	129447163	129446697
146760_at	1.54e-18	2.68e-20	9.9787551	35.36348	1.45340523	146760	17	-	1785234	1784767
286827_at	1.88e-18	3.29e-20	9.9513316	35.16185	1.90924529	286827	3	-	161639540	161636078
3208_at	1.98e-18	3.48e-20	9.9437101	35.10586	2.45846641	3208	1	+	33132343	33132772
7068_at	2.52e-18	4.44e-20	9.9111641	34.86699	2.83738635	7068	3	-	24149849	24134741
114800_at	2.56e-18	4.52e-20	9.9086111	34.84827	1.8111272	114800	2	+	56273550	56466661
7259_at	2.63e-18	4.66e-20	9.9045575	34.81855	1.66792337	7259	6	-	116705101	116704623
220202_at	2.67e-18	4.76e-20	9.9016739	34.79741	0.82514191	220202	10	-	69660938	69660452
3708_at	2.85e-18	5.08e-20	9.8929075	34.73317	3.0874824	3708	3	+	4834875	4864027
150726_at	3.36e-18	6.02e-20	9.8700534	34.56581	2.40704132	150726	2	-	73335857	73335346
6324_at	3.59e-18	6.45e-20	9.8607391	34.49765	2.85001308	6324	19	+	40222739	40223137
23329_at	3.60e-18	6.49e-20	9.8600715	34.49277	2.28486295	23329	12	+	63558084	63560786
170261_at	4.08e-18	7.38e-20	9.8426404	34.36531	2.11638734	170261	X	+	117844396	117844821
9066_at	4.56e-18	8.27e-20	9.8273584	34.25366	0.95897594	9066	11	-	61080196	61039625
219738_at	4.58e-18	8.34e-20	9.8261983	34.24519	1.92863768	219738	10	+	71062799	71063309
8927_at	4.61e-18	8.41e-20	9.8249479	34.23606	3.38747996	8927	3	+	49683395	49683764
79023_at	4.81e-18	8.81e-20	-9.8187304	34.19066	-1.90160489	79023	12	-	100995362	100992238
221424_at	4.82e-18	8.85e-20	9.8181489	34.18641	1.58974707	221424	6	-	43583356	43582757
7041_at	4.95e-18	9.12e-20	-9.8141105	34.15694	-3.53851121	7041	16	+	31396378	31396749
54438_at	5.71e-18	1.06e-19	9.7941985	34.01168	2.59688821	54438	6	-	13472335	13471808
784_at	6.03e-18	1.12e-19	9.7864572	33.95525	1.88400035	784	12	+	47508421	47508918
120196_at	6.18e-18	1.15e-19	9.7828512	33.92897	3.48200676	120196	11	+	33651632	33652136
2185_at	6.56e-18	1.22e-19	9.774388	33.86731	1.43211706	2185	8	+	27367977	27372769
132204_at	7.66e-18	1.43e-19	9.7529233	33.71104	6.00140012	132204	3	+	63577051	63577562
81571_at	8.81e-18	1.66e-19	9.7331911	33.56754	1.51646324	81571	9	-	124913044	124911625
4714_at	8.81e-18	1.66e-19	9.733043	33.56647	1.37958068	4714	10	-	102279222	102273526
8992_at	8.81e-18	1.66e-19	-9.7327319	33.5642	-1.44259156	8992	5	+	172354392	172394454
127262_at	8.91e-18	1.69e-19	9.7307035	33.54946	2.23517606	127262	1	+	3536144	3536461
54933_at	9.21e-18	1.75e-19	9.725902	33.51457	0.95817773	54933	1	-	39157566	39124768
402057_at	1.02e-17	1.95e-19	-9.7111958	33.40775	-0.99113098	402057	22	+	30765730	30765730
23683_at	1.15e-17	2.20e-19	-9.6947571	33.28845	-1.47806386	23683	2	-	37340248	37331318
412_at	1.15e-17	2.20e-19	9.6947474	33.28838	1.28493668	412	X	+	7278284	7282618
694_at	1.19e-17	2.28e-19	-9.6896863	33.25166	-1.79331868	694	12	-	91062316	91061192
5801_at	1.24e-17	2.39e-19	9.6837011	33.20826	2.93103431	5801	12	-	69319029	69318190
23518_at	1.26e-17	2.43e-19	9.681126	33.18959	1.58794623	23518	2	+	136198706	136199252
54899_at	1.30e-17	2.52e-19	9.6763303	33.15483	2.07396797	54899	3	+	58357814	58385854
8988_at	1.32e-17	2.57e-19	9.6734679	33.13409	2.24263282	8988	5	+	53787403	53787868
4900_at	1.33e-17	2.59e-19	9.6727201	33.12867	5.1330672	4900	11	+	124121818	124122250
1040_at	1.36e-17	2.66e-19	9.6691586	33.10286	3.23828179	1040	4	+	85788837	85789327
2561_at	1.43e-17	2.81e-19	9.6613546	33.04633	1.20024636	2561	5	-	160653976	160653496
26047_at	1.46e-17	2.86e-19	9.6588489	33.02819	2.09969779	26047	7	+	147711698	147748935
86_at	1.48e-17	2.91e-19	-9.6565095	33.01125	-2.02428014	86	3	+	180788492	180788840
6102_at	1.53e-17	3.03e-19	-9.6511651	32.97256	-2.18557923	6102	X	+	46626250	46626651
1393_at	1.59e-17	3.16e-19	9.6456931	32.93296	1.97575098	1393	5	+	76290385	76300468
152789_at	1.62e-17	3.23e-19	9.6426959	32.91127	3.70573935	152789	4	-	6114944	6106453
25928_at	1.63e-17	3.26e-19	9.6413896	32.90182	2.33115836	25928	7	-	16468264	16467731
9671_at	1.88e-17	3.76e-19	9.6218346	32.76042	2.31819822	9671	12	+	107167447	107167973
83660_at	1.93e-17	3.88e-19	9.6174083	32.72844	1.50035992	83660	15	+	60920209	60920688
283871_at	1.97e-17	3.96e-19	9.6145658	32.7079	1.12914444	283871	16	-	2204239	2202011
81849_at	2.17e-17	4.39e-19	9.6007961	32.60846	3.96383039	81849	1	+	77301756	77302204
56853_at	2.18e-17	4.41e-19	9.6001762	32.60398	2.93146773	56853	18	-	33155817	33077990
121256_at	2.21e-17	4.49e-19	9.597651	32.58576	2.90279848	121256	12	-	128122504	128122294
2170_at	2.27e-17	4.63e-19	9.5934089	32.55514	1.65313687	2170	1	-	31614903	31610916
4744_at	2.39e-17	4.87e-19	9.5863609	32.50429	4.88355323	4744	22	+	28216800	28217240
22911_at	2.41e-17	4.94e-19	9.5844209	32.4903	1.81096205	22911	1	-	109314867	109314429
3036_at	2.71e-17	5.58e-19	9.5680039	32.37193	0.83185822	3036	19	-	56908726	56908207
3763_at	2.88e-17	5.94e-19	9.559317	32.30935	2.79503275	3763	21	-	37919308	37918815
885_at	2.92e-17	6.02e-19	9.5573929	32.29549	5.730579	885	3	-	42279987	42274418
85445_at	3.02e-17	6.26e-19	9.5521694	32.25787	1.57399394	85445	16	+	75070825	75150369
51195_at	3.40e-17	7.06e-19	9.5356096	32.13868	1.76775835	51195	17	+	35604843	35605372
6416_at	3.51e-17	7.30e-19	9.5310203	32.10567	1.65039653	6416	17	+	11985416	11987498
2166_at	3.68e-17	7.68e-19	9.5241404	32.0562	1.52684236	2166	1	+	46650474	46652042
4904_at	4.13e-17	8.64e-19	-9.507989	31.94012	-2.05387469	4904	1	+	42934903	42940294
114900_at	4.20e-17	8.81e-19	9.5052911	31.92074	2.50676836	114900	11	-	47568299	47567809
376267_at	4.21e-17	8.87e-19	9.5044371	31.91461	2.05220072	376267	14	-	64482839	64482343
23025_at	4.61e-17	9.73e-19	9.4916624	31.82289	2.36601583	23025	19	-	17576131	17573204
85452_at	4.95e-17	1.05e-18	9.4814542	31.74965	0.76045437	85452	1	-	1875177	1874882
5601_at	5.06e-17	1.07e-18	9.4782073	31.72636	1.36933435	5601	5	-	179600676	179595436
55133_at	5.68e-17	1.21e-18	-9.4619269	31.60965	-1.44382182	55133	2	-	45469977	45469454
60370_at	6.22e-17	1.33e-18	9.4490564	31.51746	1.80048672	60370	10	-	99427715	99427212
22891_at	6.25e-17	1.34e-18	9.4480861	31.51051	3.88856077	22891	10	+	63831623	63832113
282973_at	6.76e-17	1.45e-18	9.4368647	31.43019	2.60686135	282973	10	+	133847783	133848148
147463_at	6.83e-17	1.47e-18	9.4350019	31.41686	2.61215798	147463	18	-	19434717	19434297
6176_at	7.25e-17	1.56e-18	-9.4264254	31.35551	-1.01806554	6176	15	+	67532235	67533079
90529_at	7.26e-17	1.57e-18	9.4259675	31.35224	2.00168406	90529	1	-	24556611	24556172
4336_at	7.62e-17	1.65e-18	9.4189276	31.3019	5.57440613	4336	3	+	39529982	39542805
54472_at	9.02e-17	1.96e-18	9.3952017	31.13241	1.45672318	54472	11	-	1266435	1252268
65985_at	9.11e-17	1.98e-18	9.3935426	31.12056	1.66452552	65985	12	+	124193370	124193665
9854_at	9.61e-17	2.10e-18	9.3857172	31.06471	1.42834229	9854	11	+	118492541	118492986
4745_at	9.79e-17	2.14e-18	9.3828879	31.04453	3.56881826	4745	11	+	21551449	21553504
9688_at	1.10e-16	2.42e-18	-9.3659491	30.92374	-1.23880301	9688	16	+	55430396	55436061
10738_at	1.27e-16	2.80e-18	9.3460008	30.78163	0.68236937	10738	22	+	31086562	31087037
50859_at	1.27e-16	2.81e-18	9.3455553	30.77846	4.06217865	50859	4	-	167912374	167891209
11076_at	1.32e-16	2.93e-18	9.3398115	30.73758	2.86006299	11076	5	-	714427	714014
6187_at	1.39e-16	3.08e-18	-9.3327553	30.68737	-1.18776585	6187	16	-	1952162	1952162
491_at	1.52e-16	3.39e-18	9.3194023	30.5924	2.67282173	491	3	-	10354861	10342834
782_at	1.53e-16	3.42e-18	9.3181334	30.58338	0.76745752	782	17	-	34593570	34583629
29091_at	1.55e-16	3.46e-18	9.316554	30.57216	2.1208795	29091	14	-	24396077	24351555
53637_at	1.90e-16	4.27e-18	9.2876474	30.36686	0.82521787	53637	19	-	10486026	10484646
9213_at	1.94e-16	4.36e-18	-9.2846651	30.3457	-2.09008083	9213	1	+	179121516	179122054
283638_at	2.04e-16	4.60e-18	9.2771788	30.2926	1.42869603	283638	14	+	104433599	104434043
11177_at	2.08e-16	4.69e-18	-9.2745357	30.27386	-2.09202717	11177	14	-	34364977	34291755
6223_at	2.12e-16	4.81e-18	-9.2710154	30.2489	-0.85372475	6223	19	+	47056706	47065045
131408_at	2.16e-16	4.90e-18	9.2682881	30.22957	1.37981006	131408	3	+	185543226	185546679
758_at	2.18e-16	4.96e-18	9.266824	30.21919	0.86168426	758	22	+	42233542	42234016
9771_at	2.22e-16	5.06e-18	9.2638408	30.19805	3.74900915	9771	7	-	22199534	22166661
57213_at	2.23e-16	5.10e-18	9.2629507	30.19174	1.8886179	57213	13	-	49386330	49384905
5864_at	2.42e-16	5.56e-18	9.2508133	30.10576	1.66417408	5864	19	-	18168941	18168623
1978_at	2.55e-16	5.87e-18	-9.2432419	30.05216	-2.59979366	1978	8	+	38033898	38036964
8871_at	2.84e-16	6.55e-18	9.2280883	29.94495	1.51833838	8871	6	+	158369853	158439474
11329_at	3.09e-16	7.15e-18	-9.2158672	29.85856	-1.44786453	11329	6	-	36571024	36569705
5582_at	3.40e-16	7.88e-18	9.202184	29.7619	0.62658825	5582	19	+	59101393	59102508
57692_at	3.79e-16	8.81e-18	9.1867446	29.65293	2.72632577	57692	X	+	75567553	75568087
54918_at	4.00e-16	9.32e-18	-9.1788609	29.59732	-1.79527593	54918	3	-	32499762	32497849
79575_at	4.26e-16	9.93e-18	9.16994	29.53443	1.3202602	79575	19	-	17264471	17264021
5935_at	4.27e-16	9.98e-18	-9.1692609	29.52965	-1.7665033	5935	X	+	48320994	48321452
56666_at	4.32e-16	1.01e-17	9.1671618	29.51486	0.73952203	56666	22	+	48959622	48960637
57142_at	4.32e-16	1.02e-17	9.1668977	29.51299	0.92899475	57142	2	-	55055356	55052890
6770_at	4.37e-16	1.03e-17	9.1650478	29.49996	1.12428031	6770	8	-	38120879	38120362
26287_at	4.48e-16	1.06e-17	9.1611668	29.47262	0.7382086	26287	10	+	99331064	99333575
65078_at	4.49e-16	1.06e-17	9.1603784	29.46706	2.07136843	65078	22	-	18609500	18609004
3105_at	5.23e-16	1.24e-17	-9.1387984	29.31516	-2.00775828	3105	6	+	30019206	30021473
5534_at	5.33e-16	1.27e-17	9.135647	29.29299	1.49579169	5534	2	-	68260879	68259539
7754_at	5.73e-16	1.37e-17	9.1252458	29.21985	2.90075125	7754	6	-	27434085	27433723
785_at	6.18e-16	1.48e-17	9.1143828	29.14352	2.38587428	785	2	-	152406699	152403748
3028_at	6.44e-16	1.54e-17	-9.1082514	29.10046	-1.23190131	3028	X	-	53475755	53474983
9615_at	7.28e-16	1.75e-17	9.0907814	28.97785	5.57654166	9615	9	+	74055488	74056883
349236_at	7.59e-16	1.83e-17	9.0845451	28.93411	3.48477396	349236	9	-	91166757	91166352
6185_at	7.81e-16	1.89e-17	-9.0800422	28.90254	-1.65945054	6185	20	+	35290499	35303354
2913_at	7.81e-16	1.89e-17	9.0799113	28.90162	4.29632985	2913	7	+	86331547	86331969
79955_at	8.34e-16	2.02e-17	9.0702335	28.8338	0.78154721	79955	10	-	102768570	102767846
3097_at	8.47e-16	2.06e-17	9.0677307	28.81626	1.82270852	3097	6	-	143114823	143114391
94160_at	8.47e-16	2.06e-17	9.0673946	28.81391	0.34917309	94160	16	-	46679457	46674388
8525_at	8.47e-16	2.07e-17	9.0671165	28.81196	2.46382321	8525	11	+	46358575	46358621
83479_at	8.86e-16	2.17e-17	-9.0604974	28.76561	-1.03481969	83479	1	-	198884863	198859679
246330_at	9.09e-16	2.23e-17	9.056595	28.73828	1.69205874	246330	11	+	66000959	66001356
8911_at	9.84e-16	2.42e-17	9.0450985	28.65783	0.74176925	8911	22	+	38405735	38415619
23710_at	1.01e-15	2.49e-17	9.0411091	28.62993	2.03615837	23710	12	+	10265832	10266951
2830_at	1.05e-15	2.59e-17	9.035656	28.5918	0.54527106	2830	6	+	110407499	110408542
55907_at	1.05e-15	2.60e-17	9.03503	28.58742	1.34623427	55907	12	+	22105097	22109422
23149_at	1.14e-15	2.84e-17	9.0226793	28.50111	1.16892233	23149	19	+	17758391	17760217
6622_at	1.16e-15	2.87e-17	9.0208192	28.48812	3.42412129	6622	4	-	90975831	90865995
284422_at	1.16e-15	2.90e-17	9.0194499	28.47855	0.82578072	284422	19	-	3425889	3425424
84365_at	1.17e-15	2.93e-17	-9.0182264	28.47001	-1.14833802	84365	2	-	122205065	122201278
85352_at	1.19e-15	2.97e-17	9.0160287	28.45466	3.13314549	85352	22	-	42971453	42970938
1428_at	1.23e-15	3.09e-17	9.010825	28.41833	5.13923191	1428	16	-	21180954	21177373
9648_at	1.25e-15	3.15e-17	9.0077842	28.3971	1.25192397	9648	2	+	108491726	108492135
57596_at	1.26e-15	3.19e-17	9.0062157	28.38616	2.1528968	57596	14	-	100073655	100073273
25953_at	1.29e-15	3.26e-17	9.003151	28.36477	2.23884342	25953	2	+	218919326	218919661
4761_at	1.31e-15	3.33e-17	9.0001963	28.34415	1.60469146	4761	17	-	35015067	35014621
11275_at	1.34e-15	3.40e-17	8.997223	28.32341	1.92891219	11275	4	+	166463248	166463661
51374_at	1.37e-15	3.48e-17	-8.9937506	28.2992	-1.24748599	51374	2	+	27292014	27293484
26051_at	1.37e-15	3.50e-17	8.993149	28.295	3.8336369	26051	20	+	36984490	36985019
5532_at	1.38e-15	3.52e-17	8.9922749	28.28891	2.25892089	5532	10	-	74867044	74866650
128218_at	1.43e-15	3.66e-17	8.9867415	28.25033	2.46232268	128218	1	+	43511757	43512207
55117_at	1.44e-15	3.69e-17	8.9854777	28.24152	1.66046142	55117	12	-	83800724	83777453
154215_at	1.48e-15	3.82e-17	8.9806446	28.20784	4.27497063	154215	6	+	125188214	125188424
374887_at	1.54e-15	3.98e-17	8.9750285	28.16871	1.4455607	374887	19	+	19507342	19509147
377_at	1.69e-15	4.36e-17	8.9618672	28.07708	1.4331165	377	12	-	47621072	47616311
55701_at	1.85e-15	4.80e-17	-8.9482715	27.9825	-1.52398257	55701	14	+	20627015	20627828
3551_at	1.89e-15	4.89e-17	-8.9456265	27.9641	-0.9514918	3551	8	+	42281885	42308916
83714_at	1.92e-15	4.99e-17	8.9429139	27.94525	1.04224346	83714	12	-	2805166	2804946
3241_at	1.95e-15	5.09e-17	8.9401755	27.92621	1.86631976	3241	2	+	10477673	10485021
284424_at	2.01e-15	5.26e-17	8.9353289	27.89253	2.66516437	284424	19	+	4720256	4723392
2036_at	2.09e-15	5.47e-17	8.9299707	27.85531	2.36446125	2036	20	+	34281096	34284076
8604_at	2.13e-15	5.58e-17	8.9270137	27.83477	1.69667018	8604	2	-	172350117	172349203
57496_at	2.17e-15	5.71e-17	8.9236821	27.81163	0.97913487	57496	16	+	14220326	14268046
256472_at	2.27e-15	5.97e-17	8.9174283	27.76822	1.62091412	256472	11	+	65820147	65820556
3831_at	2.34e-15	6.17e-17	8.9127701	27.7359	1.96459092	3831	14	+	103211806	103236789
1759_at	2.45e-15	6.50e-17	8.905504	27.68549	4.33133317	1759	9	+	130056941	130057298
7277_at	2.46e-15	6.52e-17	8.9050577	27.6824	2.52991716	7277	2	-	219823808	219823332
55799_at	2.48e-15	6.58e-17	8.9036065	27.67233	3.64607651	55799	3	+	55082848	55083534
56134_at	2.49e-15	6.63e-17	8.9025547	27.66504	1.04326916	56134	5	+	140328624	140329017
22999_at	2.54e-15	6.78e-17	8.8993372	27.64273	2.39974411	22999	6	+	73159124	73167002
107_at	2.96e-15	7.93e-17	8.8771128	27.48877	1.83007998	107	7	+	45716694	45729175
115106_at	2.99e-15	8.02e-17	-8.8755917	27.47824	-1.69351332	115106	18	+	41956470	41962254
5153_at	3.16e-15	8.50e-17	8.867354	27.42123	0.91087002	5153	12	+	53257942	53258440
654429_at	3.18e-15	8.56e-17	8.8663833	27.41451	0.99797946	654429	12	+	1815704	1815818
51440_at	3.29e-15	8.87e-17	8.861217	27.37878	4.50988247	51440	1	-	39917779	39917334
9399_at	3.31e-15	8.95e-17	8.8599907	27.3703	1.18461493	9399	15	-	72063127	72062622
2917_at	3.57e-15	9.68e-17	8.8487633	27.29268	1.0168723	2917	3	+	7595799	7758131
2016_at	3.58e-15	9.72e-17	8.8482206	27.28893	0.79128063	2016	2	+	73005048	73014571
25796_at	3.64e-15	9.92e-17	-8.8453745	27.26927	-1.38142697	25796	19	+	17489527	17493039
6016_at	3.76e-15	1.03e-16	-8.8406108	27.23636	-1.65856981	6016	1	-	154141176	154134255
10952_at	3.90e-15	1.06e-16	-8.8352184	27.19912	-1.02253982	10952	9	+	101030016	101032515
9922_at	3.96e-15	1.08e-16	8.8325543	27.18073	1.69646186	9922	3	-	12914924	12914480
9741_at	4.26e-15	1.17e-16	-8.8218572	27.10691	-1.13752961	9741	2	-	20096464	20095933
140679_at	4.53e-15	1.25e-16	8.8129142	27.04524	2.23932396	140679	20	+	36791048	36791320
284252_at	4.62e-15	1.27e-16	8.8097235	27.02324	1.75837807	284252	18	-	22293733	22289094
64112_at	4.65e-15	1.28e-16	8.808452	27.01448	1.88695281	64112	14	-	92718724	92718376
5274_at	4.69e-15	1.30e-16	8.8070128	27.00456	4.83375788	5274	3	+	169007798	169025976
221002_at	4.69e-15	1.30e-16	8.8067048	27.00243	2.72583983	221002	10	-	43013458	43010010
163255_at	4.71e-15	1.31e-16	8.8059324	26.99711	2.30781859	163255	19	+	42781159	42796739
6620_at	4.80e-15	1.34e-16	8.8028569	26.97592	2.82736196	6620	5	-	175986088	175980100
9556_at	4.88e-15	1.36e-16	8.8001842	26.9575	1.24487865	9556	14	-	103457577	103448405
2785_at	5.20e-15	1.45e-16	8.7907847	26.89277	4.35623651	2785	11	+	62232376	62233184
3736_at	5.58e-15	1.56e-16	8.7804066	26.82135	0.70114194	3736	12	+	4891751	4892268
253650_at	5.59e-15	1.57e-16	8.7799286	26.81806	1.70433133	253650	9	-	38532313	38530782
10411_at	5.76e-15	1.62e-16	8.7751802	26.78539	1.4118806	10411	12	-	46417644	46417300
5860_at	5.97e-15	1.68e-16	8.769829	26.7486	2.22824111	5860	4	-	17097790	17097370
80325_at	6.47e-15	1.83e-16	8.7579994	26.66729	1.31364564	80325	3	+	128878513	128882413
23167_at	6.59e-15	1.87e-16	8.7551134	26.64747	1.40834277	23167	8	+	133094107	133094897
29107_at	6.77e-15	1.92e-16	-8.7509393	26.6188	-1.300477	29107	20	+	23282891	23283218
57524_at	8.17e-15	2.32e-16	8.7237528	26.43228	1.73768207	57524	16	-	2171191	2167193
54675_at	8.58e-15	2.44e-16	-8.7164616	26.38232	-1.29040339	54675	20	+	5959989	5965879
6181_at	8.67e-15	2.48e-16	-8.7145091	26.36894	-1.23229218	6181	11	+	800304	801620
283848_at	8.67e-15	2.48e-16	8.7144185	26.36832	0.97633967	283848	16	+	65600602	65601099
286097_at	8.99e-15	2.58e-16	8.7088461	26.33015	2.88019536	286097	8	+	17024137	17024469
11104_at	9.27e-15	2.66e-16	-8.7042117	26.29842	-1.22797412	11104	6	-	149961145	149957961
23732_at	9.51e-15	2.73e-16	8.700227	26.27115	2.40813881	23732	9	-	110939671	110939528
4591_at	9.69e-15	2.79e-16	8.6972096	26.2505	1.0353175	4591	17	-	54430907	54414822
6853_at	9.88e-15	2.85e-16	8.6941807	26.22977	3.01125225	6853	X	-	47318729	47316349
10549_at	1.00e-14	2.90e-16	-8.691555	26.21181	-2.09726176	10549	X	+	23603037	23610523
56884_at	1.01e-14	2.93e-16	8.6902272	26.20273	3.83377778	56884	4	-	162524984	162524531
145581_at	1.08e-14	3.13e-16	8.680928	26.13915	3.64320107	145581	14	+	41430872	41443424
6812_at	1.09e-14	3.17e-16	8.6791706	26.12714	3.3262951	6812	9	+	129494264	129494736
1133_at	1.10e-14	3.21e-16	8.6773576	26.11475	0.57667618	1133	15	+	32143269	32143662
286032_at	1.18e-14	3.43e-16	8.6674349	26.04696	1.04003439	286032	8	+	12908988	12909403
808_at	1.18e-14	3.46e-16	8.6664236	26.04006	1.57562882	808	19	+	51803306	51805752
9725_at	1.25e-14	3.66e-16	8.6581268	25.98342	1.54227543	9725	1	-	224102830	224099920
78996_at	1.28e-14	3.76e-16	-8.6545723	25.95916	-1.52905028	78996	7	-	134501616	134501100
170622_at	1.28e-14	3.77e-16	-8.6540882	25.95586	-1.13977339	170622	13	-	75002363	74998656
9775_at	1.30e-14	3.82e-16	-8.6519325	25.94115	-0.94017941	9775	17	-	75725839	75723757
401442_at	1.34e-14	3.95e-16	8.6471252	25.90836	0.43835105	401442	8	+	679798	680305
2555_at	1.34e-14	3.96e-16	8.6470329	25.90773	4.7637055	2555	4	-	45947007	45946619
338811_at	1.34e-14	3.99e-16	8.6459923	25.90063	3.99275627	338811	12	-	60388891	60388490
57552_at	1.35e-14	4.00e-16	8.6454819	25.89715	2.80966032	57552	3	-	173831669	173831177
1875_at	1.38e-14	4.10e-16	-8.6420686	25.87388	-2.04988671	1875	8	+	86308797	86313612
1124_at	1.40e-14	4.18e-16	8.6391988	25.85432	2.42446199	1124	7	+	29518862	29520268
4125_at	1.40e-14	4.19e-16	-8.6386041	25.85026	-2.02154614	4125	19	-	12619335	12618416
