source,target,weight
KIF4A,TPX2,0.965
TPX2,UBE2C,0.965
KIF20A,TPX2,0.972
HMMR,TPX2,0.979
ANK2,TRPM8,0.8
DLGAP5,TTK,0.977
E2F8,TTK,0.786
CCNB1,TTK,0.936
ANLN,TTK,0.704
CDCA5,TTK,0.734
BUB1B,TTK,0.991
CCNB2,TTK,0.96
MELK,TTK,0.931
PCLAF,TTK,0.81
TPX2,TTK,0.935
CDC25C,TTK,0.787
TTK,UBE2C,0.911
RRM2,TTK,0.82
EXO1,TTK,0.896
CENPF,TTK,0.967
NEK2,TTK,0.845
ASPM,TTK,0.957
TTK,ZWINT,0.766
CDC45,TTK,0.787
HMMR,TTK,0.881
KIF4A,TTK,0.921
KIF20A,TTK,0.923
NUSAP1,TTK,0.926
HJURP,TTK,0.929
DEPDC1,TTK,0.931
CCNA2,TTK,0.939
CEP55,TTK,0.945
CDCA8,TTK,0.946
TOP2A,TTK,0.958
CDC20,TTK,0.99
GINS2,TYMS,0.743
CCNB1,TYMS,0.841
ANLN,TYMS,0.729
CDCA5,TYMS,0.73
BUB1B,TYMS,0.72
CCNB2,TYMS,0.868
MELK,TYMS,0.737
PCLAF,TYMS,0.859
EXO1,TYMS,0.701
E2F1,TYMS,0.748
CDC20,TYMS,0.757
ASPM,TYMS,0.76
CEP55,TYMS,0.767
TYMS,ZWINT,0.845
TYMS,UBE2C,0.858
CCNA2,TYMS,0.865
CDC45,TYMS,0.884
NUSAP1,TYMS,0.905
RRM2,TYMS,0.939
TOP2A,TYMS,0.96
TK1,TYMS,0.991
MTHFR,TYMS,0.991
DLGAP5,UBE2C,0.968
CCNB1,UBE2C,0.99
GINS1,UBE2C,0.701
ANLN,UBE2C,0.773
CDCA5,UBE2C,0.835
BUB1B,UBE2C,0.991
CCNB2,UBE2C,0.968
MELK,UBE2C,0.948
PCLAF,UBE2C,0.938
TPX2,UBE2C,0.965
TYMS,UBE2C,0.858
CDC25C,UBE2C,0.816
UBE2C,UBE2T,0.794
CDC45,UBE2C,0.836
TK1,UBE2C,0.873
UBE2C,ZWINT,0.878
HMMR,UBE2C,0.896
KIF4A,UBE2C,0.905
TTK,UBE2C,0.911
NEK2,UBE2C,0.923
HJURP,UBE2C,0.924
RRM2,UBE2C,0.931
CEP55,UBE2C,0.938
CENPF,UBE2C,0.94
ASPM,UBE2C,0.943
KIF20A,UBE2C,0.961
NUSAP1,UBE2C,0.964
CDCA8,UBE2C,0.966
TOP2A,UBE2C,0.973
CCNA2,UBE2C,0.994
CDC20,UBE2C,0.999
CCNB1,UBE2T,0.851
DEPDC1B,UBE2T,0.706
CDCA5,UBE2T,0.823
MELK,UBE2T,0.706
PCLAF,UBE2T,0.785
TPX2,UBE2T,0.799
ERCC4,UBE2T,0.832
UBE2C,UBE2T,0.794
CENPF,UBE2T,0.853
ASPM,UBE2T,0.827
CEP55,UBE2T,0.768
UBE2T,ZWINT,0.73
CDC45,UBE2T,0.751
TK1,UBE2T,0.705
UBE2T,UHRF1,0.709
SRD5A1,UGT2B4,0.743
ADH1B,UGT2B4,0.71
AOX1,UGT2B4,0.937
PLPP2,UGT8,0.929
SGPP2,UGT8,0.934
CDCA5,UHRF1,0.762
PCLAF,UHRF1,0.854
RRM2,UHRF1,0.85
CEP55,UHRF1,0.76
CDCA8,UHRF1,0.743
UHRF1,ZWINT,0.702
KIF20A,UHRF1,0.764
TOP2A,UHRF1,0.855
UBE2T,UHRF1,0.709
CCNA2,UHRF1,0.742
ADGRL3,UNC5CL,0.969
ADGRL2,UNC5CL,0.97
MMRN2,USHBP1,0.754
RAMP3,VIPR1,0.753
RAMP2,VIPR1,0.942
COL1A1,VWF,0.877
SPARC,VWF,0.765
LYVE1,VWF,0.724
ITGA1,VWF,0.706
ITGA8,VWF,0.708
EGF,VWF,0.711
IL6,VWF,0.716
MMRN1,VWF,0.72
ANGPT1,VWF,0.755
TEK,VWF,0.757
ESAM,VWF,0.77
PPBP,VWF,0.773
CD36,VWF,0.803
MMP9,VWF,0.805
SELE,VWF,0.806
SPP1,VWF,0.807
CDH5,VWF,0.881
EDN1,VWF,0.898
THBD,VWF,0.912
PECAM1,VWF,0.918
CLDN5,VWF,0.92
CXCL8,VWF,0.962
DKK2,WIF1,0.802
DUOX1,XDH,0.711
BTNL9,XDH,0.988
PTGS2,XDH,0.704
GPX3,XDH,0.881
NOS1,XDH,0.923
MLH1,XRCC1,0.773
MGMT,XRCC1,0.731
EXO1,XRCC1,0.742
ERCC5,XRCC1,0.881
ERCC4,XRCC1,0.886
HBEGF,ZBTB16,0.758
RARA,ZBTB16,0.997
DLGAP5,ZWINT,0.92
E2F8,ZWINT,0.766
CCNB1,ZWINT,0.95
GINS1,ZWINT,0.849
CDCA5,ZWINT,0.908
BUB1B,ZWINT,0.996
CCNB2,ZWINT,0.92
MELK,ZWINT,0.903
PCLAF,ZWINT,0.913
TPX2,ZWINT,0.913
TYMS,ZWINT,0.845
UBE2C,ZWINT,0.878
RRM2,ZWINT,0.942
EXO1,ZWINT,0.724
CENPF,ZWINT,0.953
NEK2,ZWINT,0.785
ASPM,ZWINT,0.818
TTK,ZWINT,0.766
CEP55,ZWINT,0.867
CDC20,ZWINT,0.968
CDCA8,ZWINT,0.78
UHRF1,ZWINT,0.702
UBE2T,ZWINT,0.73
HJURP,ZWINT,0.773
CDC45,ZWINT,0.842
KIF4A,ZWINT,0.848
TOP2A,ZWINT,0.875
KIF20A,ZWINT,0.887
HMMR,ZWINT,0.891
TK1,ZWINT,0.898
CCNA2,ZWINT,0.901
NUSAP1,ZWINT,0.902
